idFrame,idEntity,entry,definition
1579,1558081,"Communicative_context","This frame contains the contextual factors relevant to the communicative interaction, in particular the #Communicators (#Utterer, #Comprehender), as well as the #Place and #Time. If a pragmatic frame is evoked, this will imply the co-evocation of this non-lexical frame Communicative_Context. Following Sanders et al. (2009), several mental spaces are activated in a communicative interaction: Content, Epistemic, Speech Act and Metalinguistic spaces, as well as a Base Space of the #Utterer's reality. This frame builds on this Basic Communicative Space Network (BCSN), providing as frame elements aspects of the Speech Act Space in particular."
531,3716,"Commutation","An #Executive_authority exchanges one penalty, the #Original_punishment, for another less severe one, the #New_punishment. The #Offender is who received the #Original_punishment is usually expressed as a modifier.

<ex>[On December 15, 1971|zei], [Governor Winfield Dunn|exe] conditionally [commuted|Target] [his sentence|ori] [to twenty years|new].</ex>

<ex>On December 15, 1971, Governor Winfield Dunn conditionally [commuted|Target] [his|off] sentence to twenty years.</ex>

<ex>She served about two years before [President Carter|exe] [commuted|Target] [her sentence|ori].</ex>
<ex>She served about two years before President Carter [commuted|Target] [her|off] sentence.</ex>"
955,4140,"Concessive","A speaker marks a #Conceded_state_of_affairs as being or implying a contradiction to the #Main_assertion.  Some LUs specify the #Main_assertion, others the #Conceded_state_of_affairs, as referring to the preceding discourse (i.e. DNI), while yet others are conjunctions joining the two.

<ex>[Although|Target] [she had some trouble|Conceded_state_of_affairs] , [she was able to finish about two hours early|Main_assertion] .</ex>
<ex>[Nevertheless|Target] , [we did win|Main_assertion] . [DNI|Conceded_state_of_affairs] </ex>
<ex>[I wanted to come|Main_assertion] , [but|Target] [I did n't remember where the party was|Conceded_state_of_affairs] . </ex>"
1146,4331,"Condition_symptom_relation","A #Patient has a #Medical_condition that can be understood by its #Symptoms. This frame has been constructed to list all the ways to speak of relating a #Patient, a #Medical_condition, and #Symptoms, including LUs that are also related to much more general frames like Causation (e.g. cause.v).

<ex> [Neurally mediated syncope|Medical_condition] is the[the most common|Frequency] [cause|Target] of [syncope|Symptom].</ex>

<ex>[Tietze Syndrome and Costochondritis Tietze syndrome|Medical_condition] [manifested|Target] [by painful swelling of one or more costochondral articulations|Symptom]</ex>"
407,3592,"Conduct","An #Agent acts in a certain #Manner either generally or under some particular #Circumstances. The conduct may also be directed specifically towards an #Affected_party.

<ex> [He|Agent] pledges to  [conduct|Target] himself  [with honesty and humility|Manner].</ex>
<ex> This year [they|Agent] have [behaved|Target] themselves [particularly impudently|Manner].</ex>
<ex> His appearance was as   immaculate as ever and [his|Agent] [bearing|Target]
[composed and dignified|Manner]. </ex>"
1578,1558063,"Confirmation_of_attention","Confirmation_of_attention"
72,3257,"Containers","This frame covers entities which are prototypically conceived of and created to fulfill the function of containing--i.e. #Containers  that contain objects or substances, the #Contents.  This can be expressed as a complement , and includes potential or intended contents.   A #Container may also have an #Owner, a current #Relative_location, #Material from which it is constructed, a method of #Construction, and a #Type.  Note the connection between words in this frame and those in the Filling, Emptying, and Fullness frames.
<ex>a [[bag|Target]|Container] [of popcorn|Contents]</ex>
<ex>[underwear|Contents] [[drawer|Target]|Container]</ex>
<ex>[Chuck's|Owner] [[suitcase|Target]|Container]</ex>
<ex>[the [suitcase|Target]|Container] [in Chuck's office|Rel_loc]</ex>
<ex>[straw|Mat] [[basket|Target]|Container]</ex>
<ex>[woven|Cons] [[basket|Target]|Container]</ex>
<ex>[Erlenmeyer|Type] [[flask|Target]|Container]</ex>"
476,3661,"Contingency","The answer to one open question, the #Outcome, is dictated (partially or completely) by the answer to another open question, the #Determinant, i.e. if the answer to the #Determinant is known, the answer to the #Outcome can be predicted.  The #Degree of predictive power and the #Circumstances under which the dependency holds can also be expressed.

<ex>[Economic policy|Outcome] is [partially|Degree] a [function|Target] [of cultural values|Determinant].</ex>
<ex>Well, [[that|Target]|Outcome] [depends|Target] ... [DNI|Determinant]</ex>
<ex>[In Mediaeval times|Circumstances], [status|Outcome] was [dependent|Target] [on birth|Determinant].</ex>
"
714,3899,"Continued_state_of_affairs","A #State_of_affairs has held and continues to hold up to the #Reference_occasion.

<ex>[[To date|Target]|ref], [the Department already has numerous requests for new systems to be developed|soa].</ex>

<ex>[SAGE has no activities planned|soa] [[as of yet|Target]|ref].</ex>

<ex>PBGC guarantees the benefit [that you had earned|soa] [up to|Target] [the date of plan termination|ref]</ex>

<ex>I think that [she 's|soa] [[still|ref]|Target] [in her office|soa] .</ex>"
1034,4219,"Contrary_circumstances","An #Event takes place despite the existence of an #Adversity that would otherwise support #Contrary_circumstances or results.
<ex></ex>
<ex>[He finished the race|Event] [despite|Target] [his ankle breaking|Adversity].</ex>
"
352,3537,"Contrition","An #Experiencer feels bad about a choice, an #Action, or a failure to do something, which they now consider to have been a mistake or wrong. The emotional state of the #Experiencer may be showing in gestures or facial expressions, viz. an #Expressor.

<ex>[Smithers|Experiencer] did not [repent|Target] [of his crime|Action].</ex>
<ex>It is God who rejoices at the [repentance|Target] [of his sinner|Experiencer].</ex>"
688,3873,"Convey_importance","Through a  #Message, a #Speaker (sometimes encoded metonymically by a #Medium) communicates the relative importance of the state of affairs denoted by the #Message.


<ex>[Reid|Speaker] [emphasized|Target] [that he and Dean meet every month|Message].</ex>
<ex>Above all , [Mr Tsongas|Speaker] [stressed|Target] [the need for his message to be heard|Message].</ex>
<ex> [Professor Perkin|Speaker] has [stressed|Target] [how favourable Britain 's situation was|Message] .</ex>
<ex>[The courts|Speaker] have [repeatedly|Iterations] [stressed|Target] [that the making of an order is discretionary|Message].</ex>
<ex>[""""The whole Muslim society should respect these rights,""""|Message] [he|Speaker] [stressed|Target].</ex>
<ex>[The panelists|Speaker] [stressed|Target] [to an audience of about 100 at North Dakota State University's Memorial Union|Addressee] [that people of different religions in this community need to talk - and find out they're not all that different|Message].</ex>"
320,3505,"Corroding","In this frame the #Patient, an inorganic item, undergoes a chemical process which renders it less useful, desirable or stable. <ex></ex> <ex> [The bike|Patient] [rusted|Target].  </ex><ex>[The metal|Patient] [corroded|Target] [into a mass of slime|Result].</ex> <ex>[The bikes|Patient] [rusted|Target] [from their former beauty|I-state].</ex>"
1597,2726584,"Count","Count"
1516,1554883,"Course",""
496,3681,"Craft","A  particular #Activity, performed conventionally or habitually by more than one #Practitioner  within a #Culture, is described  in terms of its method.


<ex>One lived-in cabin also had a grassy roof, as if the [craft|Target] [of thatching|Act] had died out locally</ex>

"
757,3942,"Create_representation","A #Creator  produces a physical object which is to serve as a #Representation of an actual or imagined entity or event, the #Represented.


<ex>[Epstein|cre] saw the machine-man and [carved|Target] [him|Represented] [in shiny metal|Material].</ex>

<ex>[Picasso|cre] [drew|Target] [some violent looking birds|Represented].</ex>

<ex>Towards the end of his life, [Munch|Creator] [painted|Target] [himself|Represented] [as a ghost|Depictive_of_represented].</ex>

<ex>Dan Grant was the model for Norman Rockwell when [the artist|Creator] [painted|Target] [him|Represented] [as """"The Barefoot Boy""""|Role] for a Depression-era Coca Cola calendar.</ex>

<ex>[There|Place] [the Finnish artist|Creator] [sketched|Target] [him|Represented], [creating a stunning portrait|Depictive].</ex>"
1306,17810,"Crowd_reactions","This scene depicts how the #Crowd reacts to the match."
350,3535,"Custom","A #Behavior is classified as entrenched for a #Protagonist or a #Society. The #Behavior may be associated with a particular #Domain of experience and described with a #Descriptor. This indicates that the #Behavior is commonly performed by the #Protagonist or members of the #Society.

<ex>It is an [old|Descriptor]  [Jewish|Society] [custom|Target]. </ex>
<ex>He was unaware of the [Japanese|Society] [custom|Target] [of waiting until the giver had departed|Behavior]. </ex>
<ex> The [ancient|Descriptor] [tradition|Target] [of swan-upping|Behavior] has been taking place on the river Thames.</ex>
<ex>Smithers thought that [hunting lions|Behavior] was just another [native|Society] [custom|Target] </ex>
<ex>Marko showed great respect for the [social|Domain] [customs|Target] [of his people|Society].</ex>
<ex> When I reply to debates , it is [my|Protagonist] [custom|Target] [to have heard all the speeches that have been made|Behavior]. </ex>"
