lemmaCorrected,lemmaName(pt),lemmaName(en),idUDPOS,senseDescription(pt)
"vestido de noite","vestido de noite",gown,8,"COD: um vestido longo usado em ocasiões formais."
meia,Meias,hosiery,8,"COD: meias-calças, meias e meias de compressão coletivamente"
"traje de gala","traje de gala",finery,8,"COD: roupas ou decorações extravagantes."
"acessório de pescoço","acessório de pescoço",neckwear,8,"COD: itens de vestuário que se usam ao redor do pescoço, como colarinhos ou gravatas, coletivamente."
"gravata borboleta","gravata borboleta",bow-tie,8,"COD: uma gravata em forma de laço."
meia-calça,meia-calça,pantyhose,8,"COD: meias-calças de nylon finas para mulheres."
calcinha,calcinhas,panties,8,"COD: cueca sem pernas usada por mulheres e meninas; calcinha."
calcinha,calcinha,knickers,8,"COD: uma peça de roupa íntima feminina, que cobre o corpo desde a cintura ou quadris até o topo das coxas, e possui duas aberturas para as pernas."
cardigã,cardigã,cardigan,8,"COD: um suéter tricotado com botões na frente."
"roupão de banho","roupão de banho",bathrobe,8,"COD: um roupão, especialmente feito de toalha. (Consulta CDN)"
polainas,polainas,legwarmers,8,"COD: um par de peças tubulares de tricô que cobrem as pernas, desde o tornozelo até o joelho ou coxa. (listados como meias-calças)"
traje,trajes,regalia,8,"COD: as roupas distintivas e os acessórios de alta posição, usados em ocasiões formais."
librea,librea,livery,8,"COD: um uniforme especial usado por um servo, um oficial ou um membro de uma Companhia da Cidade. [Vestuário]"
"peça de roupa","peça de roupa",garment,8,"COD: um item de vestuário"
"roupa interior","roupa interior",underclothing,8,"FN: vestuário usado por baixo de outros, próximo à pele."
"roupa interior","roupa interior",underclothes,8,"COD: roupas vestidas debaixo de outras ao lado da roupa"
"roupa interior","roupa interior",underwear,8,"COD: substantivo massivo de roupas usadas sob outras roupas, ao lado da pele."
"roupa íntima","roupinhas íntimas",undies,8,"COD: artigos íntimos informais."
avental,aventale,pinafore,8,"FN: um vestido sem gola nem mangas usado por cima de uma blusa ou suéter"
corsete,corsete,corset,8,"COD: indumentária ajustada que se estende desde abaixo do peito até às ancas, usada para modelar o corpo ou apoiar uma coluna fraca ou lesionada."
parka,Parka,parka,8,"COD: uma grande jaqueta com capuz à prova de vento para uso em clima frio."
corta-vento,corta-vento,windbreaker,8,"COD: US marca de patente um windcheater. [Roupas]"
corta-vento,corta-vento,windcheater,8,"COD: principalmente britânico, uma jaqueta resistente ao vento com pescoço, cintura e punhos ajustados. [Roupas]"
"casaco de chuva","casaco de chuva",raincoat,8,"CÓD: um casaco longo feito de tecido impermeável ou resistente à água."
camisola,"vestido de dormir",nightdress,8,"COD: uma roupa leve e solta usada por uma mulher ou menina na cama."
pijama,"roupa de dormir",nightwear,8,"COD: substantivo massivo de roupa usada na cama."
"vestido de verão","vestido de verão",sundress,8,"COD: um vestido solto e sem mangas, geralmente com uma gola larga e finas alças de ombro."
teddy,teddy,teddy,8,"FN: Uma peça de lingerie que se assemelha a um maiô ou uma roupa de banho em corte."
colant,Collants,tights,8,"COD: uma peça de roupa justa, feita de um fio trançado, cobrindo as pernas, os quadris e o bumbum."
caftã,caftã,kaftan,8,"FN: um vestido longo e solto, semelhante a uma túnica, usado por homens ou mulheres"
"traje de arlequim","traje de arlequim",motley,8,"COD: substantivo massivo histórico o trapo colorido de um palhaço."
"bota de borracha","bota de borracha",gumboot,8,"COD: principalmente Brit. uma bota de borracha comprida; um wellington"
calçado,calçados,footwear,8,"COD: calçados, botas e outros revestimentos para os pés"
sarong,sarong,sarong,8,"COD: uma peça de roupa composta por um pedaço longo de tecido enrolado ao redor do corpo e preso na cintura ou sob as axilas, tradicionalmente usada no Sudeste Asiático e agora também por mulheres ocidentais."
abaia,abaia,abaya,8,"COD: uma vestimenta externa comprida e sem mangas usada pelos árabes."
crinolina,crinolina,crinoline,8,"COD: uma saia-fusta estofada ou com aro usada para fazer uma saia longa ficar mais volumosa. [Roupas]"
tutu.,Tutu.,tutu,8,"COD: o figurino de uma bailarina de balé feminino, consistindo em um corset e uma saia anexa com múltiplas camadas de tecido, sendo esta curta e rígida e projetando horizontalmente a partir da cintura (o tutu clássico) ou longa, macia e em forma de sino (o tutu romântico)."
"gola alta","gola alta",polo-neck,8,"COD: Brit. um colarinho alto e ajustado em um suéter, virado para dentro. (listado como gola polo)"
"fio dental","fio dental",g-string,8,"COD: uma peça íntima justa cobrindo os genital, consistindo em uma tira estreita de tecido anexada a uma cintura."
chinelo,chinelos,flip-flops,8,"COD: uma sandália leve com um dedo de pé que passa entre o grande e o segundo dedos dos pés."
"duas peças","duas peças",two-piece,8,"COD: um terno de duas peças. [Roupas]"
flanela,flanelas,flannels,8,"COD: calças masculinas feitas de flanela de lã."
trapo,trapos,rags,8,"COD: roupas velhas ou rasgadas."
seda,sedas,silks,8,"COD: roupas feitas de seda, especialmente as usadas por um jóquei nas cores de um proprietário de cavalo específico."
cetin,Cetins,satins,8,"FN: vestuário feito de cetim."
"roupas de algodão","Roupas de algodão",cottons,8,"FN: vestuário feito de algodão."
tweeds,Tweeds,tweeds,8,"COD: roupas feitas de tweed."
arminho,arminhos,ermines,8,"FN: vestuário feito de pele de raposa-do-ártico"
farrapo,farrapos,tatters,8,"FN: vestuário que está muito rasgado."
culote,culotes,breeches,8,"Calças: curtas, presas logo abaixo do joelho, agora usadas principalmente para equitação ou como parte do traje cerimonial"
"calça de moletom","calça de moletom",sweatpants,8,"Calças soltas com cintura elástica ou cordão, usadas para exercícios ou lazer."
alva,alva,alb,8,"COD: uma vestimenta branca que chega aos pés, usada por clérigos e servidores em algumas igrejas cristãs."
manopla,manopla,gauntlet,8,"COD: uma luva grossa com pulso longo e solto"
"meias e collants","Meias e collants",hosiery,8,"COD: meias, meias-calças e collants em geral"
"calção de banho","calções de banho","bathing trunks",8,"Biquíni usado por homens enquanto nadam."
"tênis de corrida","Tênis de corrida","running shoe",8,"Um sapato esportivo com sola de borracha macia. Um sapato esportivo ou de caminhada com forro de lona e sola de borracha."
"chuteira de futebol","Chuteira de futebol","soccer boot",8,"Um calçado usado quando se joga futebol ou futebol."
"touca de natação","touca de natação","swimming cap",8,"Um vestuário apertado, de pele justa, comumente feito de silicone, látex ou licra, usado na cabeça por nadadores."
"trajes de banho","trajes de banho","swim suits",8,"O maiô, traje de banho, fato de natação, roupa de banho, fato de banho, nadadores, togas de natação, banhistas, cossie ou calções de banho para homens é uma peça de roupa projetada para ser usada por pessoas que se envolvem em uma atividade baseada em água ou esportes aquáticos, como natação, polo aquático, mergulho, surfe, esqui aquático ou durante atividades ao sol, como tomar sol."
gi,gi,gi,8,"uma vestimenta leve de duas peças, geralmente branca, usada por participantes de artes marciais descalços, consistindo em calças soltas e um casaco envolvente com cinto de tecido."
"calção de banho","calções de banho",trunks,8,"Biquíni usado por homens enquanto nadam."
bom.,Bom.,good,1,"FN: ter conhecimento suficiente sobre uma atividade ou habilidade"
"conhecimento especializado","conhecimento especializado",know-how,8,"COD: especialização"
"grau de especialidade","grau de especialidade","specialty grade",8,"Algo feito com qualidade especial."
"incêndio premeditado","incêndio premeditado",arson,8,"COD: o ato criminoso de incendiar deliberadamente a propriedade."
"deixar em testamento","deixar em testamento",bequeath,16,"COD: deixar (propriedade) a uma pessoa ou outro beneficiário por testamento."
cético,cético,skeptic,8,"COD: uma pessoa inclinada a questionar ou duvidar de opiniões aceitas."
lasca,lascas,sliver,8,"COD: uma pequena, estreita e afiada peça cortada ou dividida de um pedaço maior"
"parte inferior","parte inferior",underside,8,"COD: o fundo ou lado inferior ou superfície de algo"
"mais oriental","mais oriental",easternmost,1,"FN: situado na posição ou direção mais oriental"
parar.,Parar.,stop,16,"FN: causar para acabar com."
"em andamento","em andamento",ongoing,1,"COD: contínuo; ainda em andamento."
"se arrastar","se arrastar","drag on",16,"FN: continuar por mais tempo do que o esperado ou desejado."
continuar.,Continue.,"go on",16,"FN: para continuar, progresso"
"em andamento","em andamento",underway,1,"COD: atualmente em andamento."
"em diante","em diante",on,3,"FN: indicando continuação de um processo"
começar,"começar a fazer algo","set about",16,"FN: começar vigorosamente em ou em direção a (um objetivo complexo ou exigente)."
gram,gram,gram,8,"COD: uma unidade métrica de massa igual a um milésimo de um quilo"
"tonelada métrica","tonelada métrica","metric ton",8,"COD: uma unidade de peso igual a 1.000 quilos (2.205 libras)."
metro,meter,meter,8,"COD: a unidade básica de comprimento no sistema métrico, igual a 100 centímetros (aproximadamente 39,37 polegadas)."
furlong,furlong,furlong,8,"COD: um oitavo de milha, 220 jardas."
colherada,colheradinha,teaspoonful,8,"FN: o volume contido em uma colher de chá"
"sacola cheia","sacola cheia",bagful,8,"FN: o volume contido por uma bolsa"
"balde cheio","balde cheio",bucketful,8,"FN: o volume contido por um balde"
"tanque cheio","tanque cheio",tankful,8,"FN: o volume contido por um tanque"
"ônibus cheio","ônibus cheio",busload,8,"FN: uma carga que enche um ônibus"
"carga de caminhão","carga de caminhão",truckload,8,"FN: uma carga que enche um caminhão"
"cômodo cheio","cômodo cheio",roomful,8,"FN: o volume ou quantidade que um cômodo pode conter"
"carga de trem","carga de trem",trainload,8,"FN: o tamanho da carga que enche um trem"
"carga de barco","carga de barco",boatload,8,"FN: uma carga que enche um barco."
gordo,gordinho,chubby,1,"COD: rechonchudo e redondo."
magricela,magricela,spindly,1,"COD: longo ou alto e esguio."
magricela,magricela,scrawny,1,"COD: - mais magro e ósseo de forma pouco atraente."
"de porte médio","de porte médio",medium-build,1,"FN: de estatura média e peso médio"
insígnias,Insígnias,regalia,8,"COD: o insígnio da realeza, especialmente a coroa e outros ornamentos usados em uma coroação."
"alfinete de chapéu","alfinete de chapéu",hat-pin,8,"COD: um longo alfinete usado para manter o chapéu de uma mulher no lugar."
bandana,bandana,bandana,8,"COD: uma grande lenço colorido ou lenço de pescoço."
quipá,quipá,yarmulkah,8,"COD: uma touca de cabeça usada em público por homens judeus ortodoxos ou durante a oração por outros homens judeus."
balaclava,balaclava,balaclava,8,"COD: um gorro de lã ajustado que cobre toda a cabeça e envolve o pescoço."
bireta,Bireta,biretta,8,"COD: um boné quadrado com três projeções planas no topo, usado por clérigos católicos romanos."
"chapéu de palha","chapéu de palha",boater,8,"COD: um chapéu de palha endurecido com abas planas, usado enquanto se navega."
"gorro de dormir","gorro de dormir",nightcap,8,"COD: um chapéu de abas largas usado na cama."
chapéu-panamá,chapéu-panamá,panama,8,"COD: o chapéu de abas largas de um homem de material semelhante a palha, originalmente feito de folhas de uma palmeira tropical."
sombrero,sombrero,sombrero,8,"COD: .pl. - um chapéu de abas largas de feltro ou palha, tipicamente usado no México e no sudoeste dos Estados Unidos."
trilby,trilby,trilby,8,"COD: pl. -ies principalmente britânico um chapéu macio de feltro com borda estreita e coroa indentada."
shako,shako,shako,8,"COD: um chapéu militar cilíndrico ou cônico com uma aba e um leque ou pompom."
"adereço de cabeça","adereço de cabeça",headdress,8,"COD: um revestimento decorativo para a cabeça, especialmente usado em ocasiões cerimoniais."
"acessório para cabelo","acessório para cabelo",headpiece,8,"COD: um dispositivo usado na cabeça."
sporran,sporran,sporran,8,"COD: uma pequena bolsa usada na cintura para pendurar na frente do kilti como parte do traje escocês das Terras Altas."
"rede de cabelo","rede de cabelo",snood,8,"COD: uma rede ou bolsa decorativa usada sobre o cabelo da mulher na parte de trás da cabeça."
"rede de cabelo","rede para cabelo",hairnet,8,"COD: uma malla fina para conter o cabelo."
"presilha de cabelo","presilha de cabelo",hairslide,8,"COD: Brit. um clipe para manter o cabelo de uma mulher no lugar."
"alfinete de cabelo","alfinete de cabelo",hairpin,8,"COD: um alfinete em forma de U para prender o cabelo."
"grampo de cabelo","grampo de cabelo",hairgrip,8,"COD: Brit. uma pinça de cabelo achatada com as pontas próximas."
"óculos de proteção","óculos de proteção",goggles,8,"COD: óculos de proteção com lentes ajustadas e protetores laterais."
grevas,grevas,greaves,8,"COD: uma peça de armadura para o tornozelo. [MilHist] (listado como greave)"
"cota de malha","cota de malha",hauberk,8,"COD: um casaco de malha completo."
"máscara de gás","máscara de gás","gas mask",8,"COD: uma máscara protetora usada para cobrir o rosto como defesa contra gás venenoso."
lavar,Lave,lave,16,"COD: lavar ou lavar por cima."
"passar fio dental","passar fio dental",floss,16,"COD: limpar entre os dentes (de alguém) com fio dental. ""Eu passei fio dental."
barbear-se,barbear-se,shave,16,"COD: cortar o cabelo (de uma pessoa ou parte do corpo) com uma navalha."
pedicure,pedicure,pedicure,8,"COD: um tratamento cosmético dos pés e unhas"
hidratar,hidrate,moisturize,16,"COD: com objeto fazer (algo, especialmente a pele) menos seca"
facial,facial,facial,8,"COD: um tratamento de beleza para o rosto"
escova,escova,brush,16,"FN: escovar os dentes"
"sem sapatos","sem sapatos",shoeless,1,"FN: sem calçados."
"sem meias","sem meias",sockless,1,"FN: sem meias."
"com as pernas nuas","com as pernas nuas",barelegged,1,"FN: sem cobertura para as pernas de alguém"
"peito nu","peito nu",bare-chested,1,"FN: sem cobertura para o peito de um."
"sem chapéu","sem chapéu",hatless,1,"FN: sem usar chapéu."
"sem casaco","sem casaco",coatless,1,"FN: sem casaco."
